epoch	accuracy	dice_coef	loss	lr	mean_io_u_2	precision	val_accuracy	val_dice_coef	val_loss	val_mean_io_u_2	val_precision
1	0.9589136838912964	0.4742491841316223	0.3994939625263214	0.001	0.4700237810611725	0.9589136838912964	0.9987683892250061	0.5005864500999451	0.009834155440330505	0.8068988919258118	0.9987683296203613
2	0.9960473775863647	0.5028973817825317	0.02362525835633278	0.001	0.749462366104126	0.9960473775863647	0.9987683892250061	0.5017853379249573	0.00853519607335329	0.802167534828186	0.9987683296203613
3	0.9960473775863647	0.5042849779129028	0.02482423558831215	0.001	0.7157058715820312	0.9960473775863647	0.9987683892250061	0.5003086924552917	0.010174348950386047	0.7180954217910767	0.9987683296203613
4	0.9960473775863647	0.5042504072189331	0.030829695984721184	0.001	0.7096131443977356	0.9960473775863647	0.9987683892250061	0.5022884607315063	0.020440272986888885	0.6599825024604797	0.9987683892250061
5	0.9960473775863647	0.5093730688095093	0.02157864160835743	0.001	0.7805833220481873	0.9960473775863647	0.9987683892250061	0.509020984172821	0.008398407138884068	0.7390602827072144	0.9987683892250061
6	0.9960474371910095	0.5178172588348389	0.020009612664580345	0.001	0.7409459352493286	0.9960473775863647	0.9987683892250061	0.5101647973060608	0.006451121531426907	0.775159478187561	0.9987683296203613
7	0.9960471391677856	0.5226078629493713	0.01585429534316063	0.001	0.7447097301483154	0.9960473775863647	0.9987683892250061	0.5184062123298645	0.005616825073957443	0.7731090784072876	0.9987683296203613
8	0.9960474371910095	0.5280542373657227	0.017912214621901512	0.001	0.6786525249481201	0.9960474967956543	0.9987683892250061	0.4993652403354645	0.013899632729589939	0.2636162340641022	0.9987683892250061
9	0.9960473775863647	0.501707136631012	0.029257401823997498	0.001	0.47192609310150146	0.9960474967956543	0.9987683892250061	0.5062858462333679	0.015348258428275585	0.8781938552856445	0.9987683296203613
10	0.9960474371910095	0.5259455442428589	0.017231810837984085	0.001	0.7595208287239075	0.9960473775863647	0.9987683892250061	0.5246739983558655	0.005263801198452711	0.7615327835083008	0.9987683892250061
11	0.9960472583770752	0.5527973175048828	0.012478300370275974	0.001	0.7132848501205444	0.9960473775863647	0.9987683892250061	0.524796187877655	0.005694607738405466	0.8383677005767822	0.9987683892250061
12	0.9960473775863647	0.5365197658538818	0.016214244067668915	0.001	0.649600625038147	0.9960473775863647	0.9987683892250061	0.5213942527770996	0.012062227353453636	0.6862761974334717	0.9987683892250061
13	0.9960473775863647	0.5395699739456177	0.014754430390894413	0.001	0.7726879715919495	0.9960474967956543	0.9987683892250061	0.5316545963287354	0.006268912460654974	0.7290932536125183	0.9987683892250061
14	0.9960473775863647	0.5571890473365784	0.011276268400251865	0.00020000001	0.7140822410583496	0.9960473775863647	0.9987683892250061	0.5343984961509705	0.005221081897616386	0.7482035160064697	0.9987683892250061
15	0.9960473775863647	0.5598126649856567	0.010881640017032623	0.00020000001	0.745266318321228	0.9960474967956543	0.9987683892250061	0.5405582785606384	0.005199566017836332	0.7593531608581543	0.9987683892250061
16	0.9960473775863647	0.5682573914527893	0.010492474772036076	0.00020000001	0.7593872547149658	0.9960473775863647	0.9987683892250061	0.5438235402107239	0.004876306280493736	0.7722575664520264	0.9987683892250061
17	0.9960473775863647	0.571703314781189	0.01004085410386324	0.00020000001	0.7666816711425781	0.9960474967956543	0.9987683892250061	0.5463510751724243	0.0044389632530510426	0.7880179286003113	0.9987683892250061
18	0.9960474371910095	0.5752503275871277	0.009839871898293495	0.00020000001	0.7710616588592529	0.9960473775863647	0.9987683892250061	0.5474658608436584	0.004305996000766754	0.7946388721466064	0.9987683296203613
19	0.9960473775863647	0.5773090124130249	0.009611865505576134	0.00020000001	0.7754467725753784	0.9960473775863647	0.9987683892250061	0.5483280420303345	0.00412470567971468	0.7953294515609741	0.9987683892250061
20	0.9960474371910095	0.5780747532844543	0.009401394985616207	0.00020000001	0.7851057052612305	0.9960474967956543	0.9987683892250061	0.5495643019676208	0.00461845938116312	0.7792194485664368	0.9987683296203613
